"Description","masalpha","yr","stratum","pop","se_pop"
"Ring-Necked Duck","rndu",1976,33,1718.00,1024.00
"Scaup","scau",1976,33,22631.00,15644.00
"American wigeon","amwi",1976,34,66724.00,16043.00
"Northern pintail","nopi",1976,34,224929.00,56691.00
"Ring-Necked Duck","rndu",1976,34,4912.00,3387.00
"Scaup","scau",1976,34,76257.00,30329.00
"American wigeon","amwi",1976,35,71616.00,21565.00
"Northern pintail","nopi",1976,35,392650.00,118417.00
"Ring-Necked Duck","rndu",1976,35,8295.00,7280.00
"Scaup","scau",1976,35,98296.00,36094.00
"American wigeon","amwi",1976,36,1130.00,1301.00
"Northern pintail","nopi",1976,36,6156.00,5757.00
"Ring-Necked Duck","rndu",1976,36,362.00,339.00
"Scaup","scau",1976,36,10038.00,5020.00
"American wigeon","amwi",1976,37,22778.00,4558.00
"Northern pintail","nopi",1976,37,75264.00,30946.00
"Ring-Necked Duck","rndu",1976,37,5353.00,4171.00
"Scaup","scau",1976,37,75061.00,29429.00
"American wigeon","amwi",1976,38,0.00,0.00
"Northern pintail","nopi",1976,38,11656.00,6432.00
"Ring-Necked Duck","rndu",1976,38,0.00,0.00
"Scaup","scau",1976,38,3160.00,1620.00
"American wigeon","amwi",1976,39,21068.00,6732.00
"Northern pintail","nopi",1976,39,99567.00,22748.00
"Ring-Necked Duck","rndu",1976,39,4155.00,2165.00
"Scaup","scau",1976,39,75851.00,29674.00
"American wigeon","amwi",1976,40,11309.00,3392.00
"Northern pintail","nopi",1976,40,56758.00,22629.00
"Ring-Necked Duck","rndu",1976,40,6731.00,2083.00
"Scaup","scau",1976,40,44610.00,20208.00
"American wigeon","amwi",1976,41,55245.00,19652.00
"Northern pintail","nopi",1976,41,176385.00,88792.00
"Ring-Necked Duck","rndu",1976,41,667.00,479.00
"Scaup","scau",1976,41,21938.00,8634.00
"American wigeon","amwi",1976,42,44443.00,10710.00
"Northern pintail","nopi",1976,42,49660.00,23847.00
"Ring-Necked Duck","rndu",1976,42,762.00,732.00
"Scaup","scau",1976,42,7938.00,2474.00
"American wigeon","amwi",1976,43,22220.00,9215.00
"Northern pintail","nopi",1976,43,41831.00,16183.00
"Ring-Necked Duck","rndu",1976,43,0.00,0.00
"Scaup","scau",1976,43,5617.00,3272.00
"American wigeon","amwi",1976,44,28089.00,9361.00
"Northern pintail","nopi",1976,44,26627.00,12821.00
"Ring-Necked Duck","rndu",1976,44,0.00,0.00
"Scaup","scau",1976,44,30807.00,28319.00
"American wigeon","amwi",1976,45,30264.00,10118.00
"Northern pintail","nopi",1976,45,107666.00,35751.00
"Ring-Necked Duck","rndu",1976,45,584.00,581.00
"Scaup","scau",1976,45,35677.00,11260.00
"American wigeon","amwi",1976,46,8729.00,2167.00
"Northern pintail","nopi",1976,46,55320.00,17917.00
"Ring-Necked Duck","rndu",1976,46,539.00,279.00
"Scaup","scau",1976,46,11678.00,2870.00
"American wigeon","amwi",1976,47,1086.00,1051.00
"Northern pintail","nopi",1976,47,3779.00,4068.00
"Ring-Necked Duck","rndu",1976,47,0.00,0.00
"Scaup","scau",1976,47,1166.00,1130.00
"American wigeon","amwi",1976,48,10727.00,2277.00
"Northern pintail","nopi",1976,48,69579.00,25696.00
"Ring-Necked Duck","rndu",1976,48,266.00,270.00
"Scaup","scau",1976,48,8119.00,3264.00
"American wigeon","amwi",1976,49,17817.00,7388.00
"Northern pintail","nopi",1976,49,15503.00,8068.00
"Ring-Necked Duck","rndu",1976,49,0.00,0.00
"Scaup","scau",1976,49,6380.00,3490.00
"American wigeon","amwi",1976,75,20808.71,10615.25
"Northern pintail","nopi",1976,75,14006.50,4521.75
"Ring-Necked Duck","rndu",1976,75,13470.37,12633.50
"Scaup","scau",1976,75,126063.36,69935.74
"American wigeon","amwi",1976,76,60910.90,27097.42
"Northern pintail","nopi",1976,76,6957.50,5423.46
"Ring-Necked Duck","rndu",1976,76,1314.34,1029.19
"Scaup","scau",1976,76,51661.46,17982.99
"American wigeon","amwi",1976,77,86781.35,42859.82
"Northern pintail","nopi",1976,77,5610.87,2666.94
"Ring-Necked Duck","rndu",1976,77,22258.93,8587.61
"Scaup","scau",1976,77,194424.19,96147.51
"American wigeon","amwi",1977,1,3618.00,3501.00
"Northern pintail","nopi",1977,1,4426.00,2401.00
"Ring-Necked Duck","rndu",1977,1,0.00,0.00
"Scaup","scau",1977,1,20132.00,8490.00
"American wigeon","amwi",1977,2,20830.00,6321.00
"Northern pintail","nopi",1977,2,7545.00,2676.00
"Ring-Necked Duck","rndu",1977,2,0.00,0.00
"Scaup","scau",1977,2,47394.00,12930.00
"American wigeon","amwi",1977,3,75646.00,21421.00
"Northern pintail","nopi",1977,3,154666.00,43203.00
"Ring-Necked Duck","rndu",1977,3,0.00,0.00
"Scaup","scau",1977,3,147099.00,53704.00
"American wigeon","amwi",1977,4,174644.00,32186.00
"Northern pintail","nopi",1977,4,340870.00,77389.00
"Ring-Necked Duck","rndu",1977,4,0.00,0.00
"Scaup","scau",1977,4,377623.00,73321.00
"American wigeon","amwi",1977,5,29933.00,8806.00
"Northern pintail","nopi",1977,5,192584.00,55660.00
"Ring-Necked Duck","rndu",1977,5,0.00,0.00
"Scaup","scau",1977,5,19842.00,5990.00
"American wigeon","amwi",1977,6,20976.00,3224.00
"Northern pintail","nopi",1977,6,22556.00,4152.00
"Ring-Necked Duck","rndu",1977,6,0.00,0.00
"Scaup","scau",1977,6,26786.00,5914.00
"American wigeon","amwi",1977,8,14031.00,5507.00
"Northern pintail","nopi",1977,8,131883.00,27432.00
"Ring-Necked Duck","rndu",1977,8,0.00,0.00
"Scaup","scau",1977,8,121268.00,32559.00
"American wigeon","amwi",1977,9,47083.00,7271.00
"Northern pintail","nopi",1977,9,603849.00,113301.00
"Ring-Necked Duck","rndu",1977,9,0.00,0.00
"Scaup","scau",1977,9,271328.00,38819.00
"American wigeon","amwi",1977,10,12304.00,14164.00
"Northern pintail","nopi",1977,10,244531.00,99232.00
"Ring-Necked Duck","rndu",1977,10,0.00,0.00
"Scaup","scau",1977,10,41241.00,16999.00
"American wigeon","amwi",1977,11,52149.00,15808.00
"Northern pintail","nopi",1977,11,175338.00,59974.00
"Ring-Necked Duck","rndu",1977,11,0.00,0.00
"Scaup","scau",1977,11,65712.00,9886.00
"American wigeon","amwi",1977,12,34006.00,7576.00
"Northern pintail","nopi",1977,12,47652.00,25909.00
"Ring-Necked Duck","rndu",1977,12,0.00,0.00
"Scaup","scau",1977,12,89893.00,37158.00
"American wigeon","amwi",1977,13,85188.00,25710.00
"Northern pintail","nopi",1977,13,61694.00,16167.00
"Ring-Necked Duck","rndu",1977,13,3310.00,3310.00
"Scaup","scau",1977,13,48120.00,19885.00
"American wigeon","amwi",1977,14,333588.00,118614.00
"Northern pintail","nopi",1977,14,177677.00,31110.00
"Ring-Necked Duck","rndu",1977,14,18367.00,4257.00
"Scaup","scau",1977,14,909486.00,157348.00
"American wigeon","amwi",1977,15,40650.00,19678.00
"Northern pintail","nopi",1977,15,92075.00,65542.00
"Ring-Necked Duck","rndu",1977,15,18804.00,14217.00
"Scaup","scau",1977,15,442732.00,133032.00
"American wigeon","amwi",1977,16,26616.00,17357.00
"Northern pintail","nopi",1977,16,65176.00,41267.00
"Ring-Necked Duck","rndu",1977,16,12312.00,15114.00
"Scaup","scau",1977,16,464656.00,105568.00
"American wigeon","amwi",1977,17,220996.00,55348.00
"Northern pintail","nopi",1977,17,68087.00,15049.00
"Ring-Necked Duck","rndu",1977,17,61737.00,20454.00
"Scaup","scau",1977,17,473014.00,75299.00
"American wigeon","amwi",1977,18,59410.00,22354.00
"Northern pintail","nopi",1977,18,16201.00,5611.00
"Ring-Necked Duck","rndu",1977,18,29730.00,14711.00
"Scaup","scau",1977,18,326019.00,114318.00
"American wigeon","amwi",1977,20,12823.00,4886.00
"Northern pintail","nopi",1977,20,8380.00,5255.00
"Ring-Necked Duck","rndu",1977,20,208.00,200.00
"Scaup","scau",1977,20,41898.00,7715.00
"American wigeon","amwi",1977,21,25172.00,9366.00
"Northern pintail","nopi",1977,21,6905.00,3470.00
"Ring-Necked Duck","rndu",1977,21,42036.00,8398.00
"Scaup","scau",1977,21,81237.00,14781.00
"American wigeon","amwi",1977,22,89025.00,20152.00
"Northern pintail","nopi",1977,22,11676.00,6411.00
"Ring-Necked Duck","rndu",1977,22,25386.00,6316.00
"Scaup","scau",1977,22,101112.00,33922.00
"American wigeon","amwi",1977,23,27379.00,12971.00
"Northern pintail","nopi",1977,23,0.00,0.00
"Ring-Necked Duck","rndu",1977,23,46266.00,13202.00
"Scaup","scau",1977,23,128730.00,45870.00
"American wigeon","amwi",1977,24,105130.00,33822.00
"Northern pintail","nopi",1977,24,20286.00,9734.00
"Ring-Necked Duck","rndu",1977,24,73511.00,15300.00
"Scaup","scau",1977,24,159362.00,51688.00
"American wigeon","amwi",1977,25,16634.00,5580.00
"Northern pintail","nopi",1977,25,16910.00,6040.00
"Ring-Necked Duck","rndu",1977,25,5590.00,2156.00
"Scaup","scau",1977,25,34892.00,9292.00
"American wigeon","amwi",1977,26,116115.00,39308.00
"Northern pintail","nopi",1977,26,153644.00,26507.00
"Ring-Necked Duck","rndu",1977,26,16629.00,3565.00
"Scaup","scau",1977,26,344523.00,57323.00
"American wigeon","amwi",1977,27,32257.00,10818.00
"Northern pintail","nopi",1977,27,39791.00,13941.00
"Ring-Necked Duck","rndu",1977,27,277.00,286.00
"Scaup","scau",1977,27,36736.00,15654.00
"American wigeon","amwi",1977,28,18092.00,10158.00
"Northern pintail","nopi",1977,28,63937.00,12122.00
"Ring-Necked Duck","rndu",1977,28,6506.00,3007.00
"Scaup","scau",1977,28,64092.00,8022.00
"American wigeon","amwi",1977,29,28443.00,15273.00
"Northern pintail","nopi",1977,29,88427.00,32705.00
"Ring-Necked Duck","rndu",1977,29,527.00,519.00
"Scaup","scau",1977,29,32342.00,17874.00
"American wigeon","amwi",1977,30,119215.00,34406.00
"Northern pintail","nopi",1977,30,108162.00,34618.00
"Ring-Necked Duck","rndu",1977,30,8201.00,3788.00
"Scaup","scau",1977,30,206871.00,91752.00
"American wigeon","amwi",1977,31,105431.00,42277.00
"Northern pintail","nopi",1977,31,110082.00,39973.00
"Ring-Necked Duck","rndu",1977,31,14467.00,3809.00
"Scaup","scau",1977,31,183134.00,74967.00
"American wigeon","amwi",1977,32,162303.00,52120.00
"Northern pintail","nopi",1977,32,300242.00,76380.00
"Ring-Necked Duck","rndu",1977,32,7684.00,3557.00
"Scaup","scau",1977,32,201328.00,75582.00
"American wigeon","amwi",1977,33,8404.00,5333.00
"Northern pintail","nopi",1977,33,44068.00,11515.00
"Ring-Necked Duck","rndu",1977,33,859.00,832.00
"Scaup","scau",1977,33,12325.00,9349.00
"American wigeon","amwi",1977,34,65884.00,14560.00
"Northern pintail","nopi",1977,34,63545.00,23519.00
"Ring-Necked Duck","rndu",1977,34,867.00,836.00
"Scaup","scau",1977,34,50471.00,22710.00
"American wigeon","amwi",1977,35,29447.00,9557.00
"Northern pintail","nopi",1977,35,46436.00,13203.00
"Ring-Necked Duck","rndu",1977,35,6913.00,6591.00
"Scaup","scau",1977,35,48118.00,35343.00
"American wigeon","amwi",1977,36,1978.00,1195.00
"Northern pintail","nopi",1977,36,724.00,453.00
"Ring-Necked Duck","rndu",1977,36,724.00,279.00
"Scaup","scau",1977,36,9138.00,4034.00
"American wigeon","amwi",1977,37,5315.00,4431.00
"Northern pintail","nopi",1977,37,6810.00,3070.00
"Ring-Necked Duck","rndu",1977,37,2433.00,1975.00
"Scaup","scau",1977,37,25814.00,11880.00
"American wigeon","amwi",1977,38,1102.00,833.00
"Northern pintail","nopi",1977,38,0.00,0.00
"Ring-Necked Duck","rndu",1977,38,807.00,613.00
"Scaup","scau",1977,38,0.00,0.00
"American wigeon","amwi",1977,39,6807.00,1808.00
"Northern pintail","nopi",1977,39,9345.00,3590.00
"Ring-Necked Duck","rndu",1977,39,2493.00,2350.00
"Scaup","scau",1977,39,66791.00,25305.00
"American wigeon","amwi",1977,40,9896.00,2289.00
"Northern pintail","nopi",1977,40,9316.00,2970.00
"Ring-Necked Duck","rndu",1977,40,2589.00,2756.00
"Scaup","scau",1977,40,27967.00,15114.00
"American wigeon","amwi",1977,41,38229.00,15062.00
"Northern pintail","nopi",1977,41,82506.00,23569.00
"Ring-Necked Duck","rndu",1977,41,222.00,208.00
"Scaup","scau",1977,41,20393.00,9233.00
"American wigeon","amwi",1977,42,38821.00,14193.00
"Northern pintail","nopi",1977,42,35955.00,14047.00
"Ring-Necked Duck","rndu",1977,42,0.00,0.00
"Scaup","scau",1977,42,14024.00,8681.00
"American wigeon","amwi",1977,43,15190.00,5580.00
"Northern pintail","nopi",1977,43,34654.00,13108.00
"Ring-Necked Duck","rndu",1977,43,0.00,0.00
"Scaup","scau",1977,43,1070.00,662.00
"American wigeon","amwi",1977,44,22446.00,8991.00
"Northern pintail","nopi",1977,44,69469.00,25739.00
"Ring-Necked Duck","rndu",1977,44,431.00,416.00
"Scaup","scau",1977,44,9272.00,8613.00
"American wigeon","amwi",1977,45,12848.00,5177.00
"Northern pintail","nopi",1977,45,41027.00,11238.00
"Ring-Necked Duck","rndu",1977,45,292.00,276.00
"Scaup","scau",1977,45,17551.00,5807.00
"American wigeon","amwi",1977,46,3698.00,1294.00
"Northern pintail","nopi",1977,46,15419.00,5726.00
"Ring-Necked Duck","rndu",1977,46,1078.00,1068.00
"Scaup","scau",1977,46,1062.00,542.00
"American wigeon","amwi",1977,47,0.00,0.00
"Northern pintail","nopi",1977,47,0.00,0.00
"Ring-Necked Duck","rndu",1977,47,0.00,0.00
"Scaup","scau",1977,47,0.00,0.00
"American wigeon","amwi",1977,48,4977.00,1700.00
"Northern pintail","nopi",1977,48,52128.00,15862.00
"Ring-Necked Duck","rndu",1977,48,0.00,0.00
"Scaup","scau",1977,48,5238.00,2313.00
"American wigeon","amwi",1977,49,1771.00,598.00
"Northern pintail","nopi",1977,49,9228.00,3079.00
"Ring-Necked Duck","rndu",1977,49,0.00,0.00
"Scaup","scau",1977,49,1864.00,1287.00
"American wigeon","amwi",1977,75,26754.06,15256.00
"Northern pintail","nopi",1977,75,5093.27,3970.27
"Ring-Necked Duck","rndu",1977,75,23092.07,10688.29
"Scaup","scau",1977,75,108524.11,52076.34
"American wigeon","amwi",1977,76,69032.35,16763.02
"Northern pintail","nopi",1977,76,13915.01,4020.28
"Ring-Necked Duck","rndu",1977,76,0.00,0.00
"Scaup","scau",1977,76,38933.27,5893.59
"American wigeon","amwi",1977,77,67394.72,23061.40
"Northern pintail","nopi",1977,77,43301.92,27951.30
"Ring-Necked Duck","rndu",1977,77,35317.50,9334.49
"Scaup","scau",1977,77,194086.06,70209.68
"American wigeon","amwi",1978,1,3216.00,980.00
"Northern pintail","nopi",1978,1,1383.00,862.00
"Ring-Necked Duck","rndu",1978,1,0.00,0.00
"Scaup","scau",1978,1,801.00,516.00
"American wigeon","amwi",1978,2,12060.00,4090.00
"Northern pintail","nopi",1978,2,4904.00,2721.00
"Ring-Necked Duck","rndu",1978,2,0.00,0.00
"Scaup","scau",1978,2,29775.00,8288.00
"American wigeon","amwi",1978,3,76726.00,24721.00
"Northern pintail","nopi",1978,3,61306.00,22104.00
"Ring-Necked Duck","rndu",1978,3,0.00,0.00
"Scaup","scau",1978,3,68515.00,26237.00
"American wigeon","amwi",1978,4,202271.00,33180.00
"Northern pintail","nopi",1978,4,211855.00,31204.00
"Ring-Necked Duck","rndu",1978,4,0.00,0.00
"Scaup","scau",1978,4,252978.00,40873.00
"American wigeon","amwi",1978,5,44335.00,13446.00
"Northern pintail","nopi",1978,5,62187.00,17223.00
"Ring-Necked Duck","rndu",1978,5,0.00,0.00
"Scaup","scau",1978,5,22234.00,6554.00
"American wigeon","amwi",1978,6,64614.00,27998.00
"Northern pintail","nopi",1978,6,21524.00,4906.00
"Ring-Necked Duck","rndu",1978,6,0.00,0.00
"Scaup","scau",1978,6,27533.00,3921.00
"American wigeon","amwi",1978,8,23111.00,6620.00
"Northern pintail","nopi",1978,8,57740.00,11977.00
"Ring-Necked Duck","rndu",1978,8,0.00,0.00
"Scaup","scau",1978,8,108580.00,30368.00
"American wigeon","amwi",1978,9,88673.00,21838.00
"Northern pintail","nopi",1978,9,378029.00,47604.00
"Ring-Necked Duck","rndu",1978,9,0.00,0.00
"Scaup","scau",1978,9,254123.00,39251.00
"American wigeon","amwi",1978,10,14765.00,11914.00
"Northern pintail","nopi",1978,10,104170.00,35841.00
"Ring-Necked Duck","rndu",1978,10,0.00,0.00
"Scaup","scau",1978,10,34109.00,22408.00
"American wigeon","amwi",1978,11,66683.00,16446.00
"Northern pintail","nopi",1978,11,91067.00,41927.00
"Ring-Necked Duck","rndu",1978,11,0.00,0.00
"Scaup","scau",1978,11,64204.00,11450.00
"American wigeon","amwi",1978,12,27885.00,13568.00
"Northern pintail","nopi",1978,12,12532.00,1933.00
"Ring-Necked Duck","rndu",1978,12,0.00,0.00
"Scaup","scau",1978,12,60640.00,32166.00
"American wigeon","amwi",1978,13,54520.00,18112.00
"Northern pintail","nopi",1978,13,16792.00,6027.00
"Ring-Necked Duck","rndu",1978,13,13240.00,4146.00
"Scaup","scau",1978,13,50951.00,14057.00
"American wigeon","amwi",1978,14,237698.00,55021.00
"Northern pintail","nopi",1978,14,76974.00,16662.00
"Ring-Necked Duck","rndu",1978,14,2624.00,1847.00
"Scaup","scau",1978,14,678125.00,119457.00
"American wigeon","amwi",1978,15,48477.00,12832.00
"Northern pintail","nopi",1978,15,18177.00,11797.00
"Ring-Necked Duck","rndu",1978,15,7848.00,6183.00
"Scaup","scau",1978,15,554825.00,270227.00
"American wigeon","amwi",1978,16,117871.00,62970.00
"Northern pintail","nopi",1978,16,52140.00,18136.00
"Ring-Necked Duck","rndu",1978,16,4925.00,5244.00
"Scaup","scau",1978,16,335507.00,65288.00
"American wigeon","amwi",1978,17,171886.00,43954.00
"Northern pintail","nopi",1978,17,32187.00,15043.00
"Ring-Necked Duck","rndu",1978,17,51447.00,10538.00
"Scaup","scau",1978,17,338096.00,58667.00
"American wigeon","amwi",1978,18,124221.00,65472.00
"Northern pintail","nopi",1978,18,4629.00,3544.00
"Ring-Necked Duck","rndu",1978,18,31479.00,17299.00
"Scaup","scau",1978,18,409767.00,158637.00
"American wigeon","amwi",1978,20,23723.00,4226.00
"Northern pintail","nopi",1978,20,10303.00,2658.00
"Ring-Necked Duck","rndu",1978,20,8720.00,4465.00
"Scaup","scau",1978,20,51840.00,15868.00
"American wigeon","amwi",1978,21,34875.00,13520.00
"Northern pintail","nopi",1978,21,5630.00,3064.00
"Ring-Necked Duck","rndu",1978,21,39246.00,9674.00
"Scaup","scau",1978,21,59895.00,6954.00
"American wigeon","amwi",1978,22,82070.00,19706.00
"Northern pintail","nopi",1978,22,19135.00,7676.00
"Ring-Necked Duck","rndu",1978,22,29416.00,6081.00
"Scaup","scau",1978,22,120852.00,37175.00
"American wigeon","amwi",1978,23,71139.00,21439.00
"Northern pintail","nopi",1978,23,18660.00,9809.00
"Ring-Necked Duck","rndu",1978,23,70840.00,19100.00
"Scaup","scau",1978,23,260862.00,40263.00
"American wigeon","amwi",1978,24,148874.00,39304.00
"Northern pintail","nopi",1978,24,14876.00,5673.00
"Ring-Necked Duck","rndu",1978,24,127069.00,28286.00
"Scaup","scau",1978,24,107203.00,23953.00
"American wigeon","amwi",1978,25,50568.00,18354.00
"Northern pintail","nopi",1978,25,16445.00,9038.00
"Ring-Necked Duck","rndu",1978,25,8481.00,2275.00
"Scaup","scau",1978,25,75657.00,20697.00
"American wigeon","amwi",1978,26,130198.00,35049.00
"Northern pintail","nopi",1978,26,254966.00,70855.00
"Ring-Necked Duck","rndu",1978,26,38687.00,13422.00
"Scaup","scau",1978,26,334448.00,49990.00
"American wigeon","amwi",1978,27,45569.00,8615.00
"Northern pintail","nopi",1978,27,191612.00,44479.00
"Ring-Necked Duck","rndu",1978,27,5825.00,1116.00
"Scaup","scau",1978,27,41587.00,13463.00
"American wigeon","amwi",1978,28,48450.00,16848.00
"Northern pintail","nopi",1978,28,259387.00,50503.00
"Ring-Necked Duck","rndu",1978,28,1626.00,424.00
"Scaup","scau",1978,28,40439.00,9771.00
"American wigeon","amwi",1978,29,79261.00,26216.00
"Northern pintail","nopi",1978,29,381603.00,88699.00
"Ring-Necked Duck","rndu",1978,29,4746.00,2839.00
"Scaup","scau",1978,29,46487.00,20045.00
"American wigeon","amwi",1978,30,91099.00,42121.00
"Northern pintail","nopi",1978,30,97028.00,14364.00
"Ring-Necked Duck","rndu",1978,30,7029.00,3151.00
"Scaup","scau",1978,30,127138.00,63928.00
"American wigeon","amwi",1978,31,79232.00,30668.00
"Northern pintail","nopi",1978,31,119209.00,33304.00
"Ring-Necked Duck","rndu",1978,31,5487.00,2641.00
"Scaup","scau",1978,31,69375.00,16876.00
"American wigeon","amwi",1978,32,246208.00,91462.00
"Northern pintail","nopi",1978,32,416655.00,60745.00
"Ring-Necked Duck","rndu",1978,32,8136.00,2907.00
"Scaup","scau",1978,32,175246.00,43975.00
"American wigeon","amwi",1978,33,34104.00,17227.00
"Northern pintail","nopi",1978,33,145438.00,43593.00
"Ring-Necked Duck","rndu",1978,33,1288.00,835.00
"Scaup","scau",1978,33,8257.00,4845.00
"American wigeon","amwi",1978,34,47867.00,9783.00
"Northern pintail","nopi",1978,34,96003.00,15180.00
"Ring-Necked Duck","rndu",1978,34,10402.00,5623.00
"Scaup","scau",1978,34,105738.00,39892.00
"American wigeon","amwi",1978,35,21401.00,5882.00
"Northern pintail","nopi",1978,35,87454.00,14368.00
"Ring-Necked Duck","rndu",1978,35,12719.00,6976.00
"Scaup","scau",1978,35,40415.00,29834.00
"American wigeon","amwi",1978,36,738.00,455.00
"Northern pintail","nopi",1978,36,313.00,292.00
"Ring-Necked Duck","rndu",1978,36,9054.00,4778.00
"Scaup","scau",1978,36,3237.00,1419.00
"American wigeon","amwi",1978,37,10572.00,3252.00
"Northern pintail","nopi",1978,37,34855.00,6345.00
"Ring-Necked Duck","rndu",1978,37,6813.00,2143.00
"Scaup","scau",1978,37,88525.00,37051.00
"American wigeon","amwi",1978,38,548.00,256.00
"Northern pintail","nopi",1978,38,2437.00,821.00
"Ring-Necked Duck","rndu",1978,38,0.00,0.00
"Scaup","scau",1978,38,1273.00,975.00
"American wigeon","amwi",1978,39,4231.00,954.00
"Northern pintail","nopi",1978,39,24560.00,4484.00
"Ring-Necked Duck","rndu",1978,39,8102.00,5363.00
